"12537070","JE434531","2021-11-04T13:30:00.000","006XX W BRIAR PL","0610","BURGLARY","FORCIBLE ENTRY","SMALL RETAIL STORE",FALSE,FALSE,"1934","019","44","6","05",,,"2021","2021-11-11T15:51:52.000",,,,,,,,,,,,,
"12531591","JE433807","2021-11-04T13:30:00.000","050XX W MADISON ST","0560","ASSAULT","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)",FALSE,FALSE,"1533","015","28","25","08A","1142891","1899556","2021","2021-11-11T15:51:52.000","41.880427066","-87.750783005",41.880427066,-87.750783005,{"address": "", "city": "", "state": "", "zip": ""},"11","22216","26","696","23","32","25","137"
"12531643","JE433757","2021-11-04T13:25:00.000","107XX S FOREST AVE","0560","ASSAULT","SIMPLE","STREET",FALSE,FALSE,"0513","005","9","49","08A","1180152","1833778","2021","2021-11-11T15:51:52.000","41.69915057","-87.615980428",41.69915057,-87.615980428,{"address": "", "city": "", "state": "", "zip": ""},"30","21861","45","237","43","19","10","260"
"12531598","JE433792","2021-11-04T13:17:00.000","077XX S BENNETT AVE","0560","ASSAULT","SIMPLE","RESIDENCE",FALSE,FALSE,"0414","004","8","43","08A","1190213","1854007","2021","2021-11-11T15:51:52.000","41.754425128","-87.578492599",41.754425128,-87.578492599,{"address": "", "city": "", "state": "", "zip": ""},"9","22538","39","188","35","24","19","222"
"12532145","JE433789","2021-11-04T13:15:00.000","002XX N LAVERGNE AVE","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","SCHOOL - PUBLIC BUILDING",FALSE,FALSE,"1532","015","28","25","08A","1143003","1901153","2021","2021-11-11T15:51:52.000","41.884807342","-87.75033191",41.884807342,-87.75033191,{"address": "", "city": "", "state": "", "zip": ""},"11","22216","26","696","23","32","25","81"
"12535532","JE438435","2021-11-04T13:00:00.000","012XX N LA SALLE DR","0560","ASSAULT","SIMPLE","APARTMENT",FALSE,FALSE,"1821","018","2","8","08A","1174908","1908624","2021","2021-11-11T15:51:52.000","41.904653619","-87.6329484",41.904653619,-87.6329484,{"address": "", "city": "", "state": "", "zip": ""},"51","14926","37","17","11","54","14","198"
"12531551","JE433746","2021-11-04T13:00:00.000","068XX S NORMAL BLVD","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","SCHOOL - PUBLIC BUILDING",FALSE,FALSE,"0722","007","6","68","08A","1174130","1859520","2021","2021-11-11T15:51:52.000","41.769925563","-87.637267875",41.769925563,-87.637267875,{"address": "", "city": "", "state": "", "zip": ""},"31","21559","66","479","32","11","17","201"
"12531571","JE433725","2021-11-04T12:40:00.000","082XX S COLES AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK",FALSE,TRUE,"0424","004","7","46","04A","1198250","1850974","2021","2021-11-11T15:51:52.000","41.745905086","-87.549141439",41.745905086,-87.549141439,{"address": "", "city": "", "state": "", "zip": ""},"43","21202","42","505","37","25","19","239"
"12531546","JE433731","2021-11-04T12:20:00.000","028XX S KARLOV AVE","0560","ASSAULT","SIMPLE","ALLEY",FALSE,FALSE,"1031","010","22","30","08A","1149512","1884745","2021","2021-11-11T15:51:52.000","41.839657986","-87.726855288",41.839657986,-87.726855288,{"address": "", "city": "", "state": "", "zip": ""},"14","21569","32","248","28","57","21","167"
"12533097","JE433765","2021-11-04T12:00:00.000","077XX S EBERHART AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE",FALSE,FALSE,"0624","006","6","69","05","1180913","1853873","2021","2021-11-11T15:51:52.000","41.754276273","-87.612577936",41.754276273,-87.612577936,{"address": "", "city": "", "state": "", "zip": ""},"31","21546","67","496","32","61","20","227"
"12531670","JE433710","2021-11-04T11:49:00.000","046XX N KENMORE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT",FALSE,TRUE,"1914","019","46","3","04A","1168402","1931017","2021","2021-11-11T15:51:52.000","41.96624435","-87.656196958",41.96624435,-87.656196958,{"address": "", "city": "", "state": "", "zip": ""},"37","22616","31","241","39","15","5","4"
"12531549","JE433683","2021-11-04T11:37:00.000","086XX S JEFFERY BLVD","051A","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE",FALSE,TRUE,"0412","004","8","45","04A","1191016","1848107","2021","2021-11-11T15:51:52.000","41.738215629","-87.575740269",41.738215629,-87.575740269,{"address": "", "city": "", "state": "", "zip": ""},"9","21202","41","431","35","25","19","240"
"12533247","JE435891","2021-11-04T11:30:00.000","052XX W SCHUBERT AVE","0560","ASSAULT","SIMPLE","APARTMENT",FALSE,FALSE,"2514","025","31","19","08A","1141087","1917456","2021","2021-11-11T15:51:52.000","41.929580133","-87.756965579",41.929580133,-87.756965579,{"address": "", "city": "", "state": "", "zip": ""},"7","22615","19","79","17","2","6","177"
"12531528","JE433638","2021-11-04T11:20:00.000","032XX N CLARK ST","0560","ASSAULT","SIMPLE","DEPARTMENT STORE",TRUE,FALSE,"1924","019","44","6","08A","1169868","1921628","2021","2021-11-11T15:51:52.000","41.94044868","-87.651081589",41.94044868,-87.651081589,{"address": "", "city": "", "state": "", "zip": ""},"38","4449","57","731","25","22","5","28"
"12531496","JE433649","2021-11-04T11:05:00.000","009XX W 19TH ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET",FALSE,FALSE,"1235","012","25","31","04A","1170684","1891113","2021","2021-11-11T15:51:52.000","41.856695811","-87.648977162",41.856695811,-87.648977162,{"address": "", "city": "", "state": "", "zip": ""},"8","14920","33","250","26","43","15","158"
"12532270","JE433675","2021-11-04T11:00:00.000","035XX S WALLACE ST","0560","ASSAULT","SIMPLE","SCHOOL - PRIVATE GROUNDS",FALSE,FALSE,"0915","009","11","60","08A","1172876","1881445","2021","2021-11-11T15:51:52.000","41.830117795","-87.641217375",41.830117795,-87.641217375,{"address": "", "city": "", "state": "", "zip": ""},"26","14924","58","172","48","37","23","170"
"12531543","JE433628","2021-11-04T11:00:00.000","109XX S HALSTED ST","0560","ASSAULT","SIMPLE","SCHOOL - PRIVATE GROUNDS",FALSE,FALSE,"2233","022","34","75","08A","1172929","1832316","2021","2021-11-11T15:51:52.000","41.695300664","-87.642470623",41.695300664,-87.642470623,{"address": "", "city": "", "state": "", "zip": ""},"45","21861","74","525","22","13","9","258"
"12531568","JE433660","2021-11-04T10:40:00.000","074XX S STONY ISLAND AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","GAS STATION",FALSE,FALSE,"0324","003","8","43","04A","1188107","1855775","2021","2021-11-11T15:51:52.000","41.759327126","-87.586154041",41.759327126,-87.586154041,{"address": "", "city": "", "state": "", "zip": ""},"32","22538","39","451","35","61","18","217"
